reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,empgTotalFunding
2016 BSIR (December 16),Virginia,Amherst County ,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,14911
2016 BSIR (December 16),Virginia,Bath County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Mathews County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Buchanan County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Carroll County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Chesterfield County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,76409
2016 BSIR (December 16),Texas,HG Matagorda County,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,34790.61
2016 BSIR (December 16),Virginia,Culpeper County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,10751
2016 BSIR (December 16),Texas,LR City of Mission,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,41129.43
2016 BSIR (December 16),Virginia,Dinwiddie County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,NC City of Dallas,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,169381.01
2016 BSIR (December 16),Virginia,Fluvanna County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Giles County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,NC City of Irving,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,58355.41
2016 BSIR (December 16),Virginia,Halifax County ,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,28796
2016 BSIR (December 16),Texas,NX Archer County,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,32047.29
2016 BSIR (December 16),Virginia,Henry County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,26164
2016 BSIR (December 16),Texas,PB Midland County,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,51057.88
2016 BSIR (December 16),Virginia,King George County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,RG City of El Paso,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,121738.41
2016 BSIR (December 16),Virginia,Lunenburg County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,SE City of Port Arthur,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,37869.65
2016 BSIR (December 16),Virginia,Montgomery County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,14757
2016 BSIR (December 16),Virginia,Norton City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,SP City of Lubbock,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,70414.25
2016 BSIR (December 16),Virginia,Poquoson City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Texas,WC Jones County,Enhance capabilities to recover from all-hazards events,2016-07-01T00:00:00+00:00,2017-03-01T00:00:00+00:00,13064.5
2016 BSIR (December 16),Virginia,Pulaski County ,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,16904
2016 BSIR (December 16),Vermont,RPC - Chittenden County,Develop / enhance homeland security / emergency management organization and structure,2016-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,47818
2016 BSIR (December 16),Virginia,Roanoke City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,53387
2016 BSIR (December 16),Virginia,Salem City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,13483
2016 BSIR (December 16),Vermont,RPC - Southern Windsor County,Develop / enhance homeland security / emergency management organization and structure,2016-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,54589.76
2016 BSIR (December 16),Virginia,Stafford County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,49164
2016 BSIR (December 16),Virginia,Accomack County,Develop / enhance homeland security / emergency management organization and structure,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Virginia Beach City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,102914
2016 BSIR (December 16),Virginia,Amelia County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Waynesboro City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Newport News  City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,93035
2016 BSIR (December 16),Virginia,Augusta County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,14882
2016 BSIR (December 16),Virginia,Bristol City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,15500
2016 BSIR (December 16),Virginia,Caroline County ,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,12120
2016 BSIR (December 16),Virginia,Chesapeake City,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,71284
2016 BSIR (December 16),Virginia,Craig County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,York County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,50335
2016 BSIR (December 16),Virginia,Dickenson County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Benton, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,108131
2016 BSIR (December 16),Virginia,Floyd County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Columbia, County of",Enhance capabilities to respond to all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,18000
2016 BSIR (December 16),Virginia,Charlotte County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Colonial Heights,Enhance capabilities to respond to all-hazards events,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Ferry, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,18000
2016 BSIR (December 16),Virginia,Cumberland County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Island, County of",Enhance capabilities to respond to all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,46213
2016 BSIR (December 16),Virginia,Essex County ,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,13316
2016 BSIR (December 16),Washington,"King, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,315229
2016 BSIR (December 16),Virginia,Frederick County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,16297
2016 BSIR (December 16),Washington,"Lake Forest Park, City of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,19672
2016 BSIR (December 16),Virginia,Grayson County,Develop / enhance homeland security / emergency management organization and structure,2017-09-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Hanover County,Enhance capabilities to respond to all-hazards events,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,22997
2016 BSIR (December 16),Washington,"Mason, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,35663
2016 BSIR (December 16),Virginia,Hopewell City,Enhance capabilities to respond to all-hazards events,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,42959
2016 BSIR (December 16),Washington,"Pierce, County of",Develop / enhance homeland security / emergency management organization and structure,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,298651
2016 BSIR (December 16),Virginia,Lee County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Seattle, City of (OEM)",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,379796
2016 BSIR (December 16),Virginia,Martinsville City,Enhance capabilities to respond to all-hazards events,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Snoqualmie, City of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,16309
2016 BSIR (December 16),Virginia,New Kent County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,27932
2016 BSIR (December 16),Washington,"Tacoma, City of",Develop / enhance homeland security / emergency management organization and structure,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,115991
2016 BSIR (December 16),Virginia,Patrick County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Washington,"Walla Walla, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,34774
2016 BSIR (December 16),Virginia,Powhatan County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),West Virginia,2016 WV Division of Homeland Security and Emergency Management  EMPG,Enhance capabilities to recover from all-hazards events,2017-01-01T00:00:00+00:00,2019-12-01T00:00:00+00:00,3815619
2016 BSIR (December 16),Virginia,Rappahannock County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Virginia,Rockbridge County ,Develop/enhance interoperable communications systems,2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,7500
2016 BSIR (December 16),Wisconsin,Brown County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,128389.84
2016 BSIR (December 16),Virginia,Shenandoah County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,23509
2016 BSIR (December 16),Wisconsin,Clark County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,44978.62
2016 BSIR (December 16),Virginia,Suffolk City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,21781
2016 BSIR (December 16),Wisconsin,Dodge County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,63247.5
2016 BSIR (December 16),Virginia,Virginia Local Units of Government,Develop / enhance homeland security / emergency management organization and structure,2017-07-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,931224
2016 BSIR (December 16),Wisconsin,Florence County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,21194.21
2016 BSIR (December 16),Virginia,Winchester City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,8905
2016 BSIR (December 16),Wisconsin,Green County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,36414.43
2016 BSIR (December 16),Washington,"Auburn, City of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,43315
2016 BSIR (December 16),Wisconsin,Jackson County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,35561.68
2016 BSIR (December 16),Washington,"Chelan, County of",Develop / enhance homeland security / emergency management organization and structure,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,43019
2016 BSIR (December 16),Wisconsin,La Crosse County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,68493.31
2016 BSIR (December 16),Washington,"Douglas, County of",Develop / enhance homeland security / emergency management organization and structure,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,22929
2016 BSIR (December 16),Wisconsin,Manitowoc County,"Develop/enhance plans, procedures, and protocols",2015-10-01T00:00:00+00:00,2017-09-01T00:00:00+00:00,55408.83
2016 BSIR (December 16),Washington,"Garfield, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,18000
2016 BSIR (December 16),Virginia,Petersburg City,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,10675
2016 BSIR (December 16),Washington,"Jefferson, County of",Enhance capabilities to recover from all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,18000
2016 BSIR (December 16),Virginia,Prince Edward County,"Develop/enhance plans, procedures, and protocols",2016-07-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,9436
2016 BSIR (December 16),Washington,"Kitsap, County of",Enhance capabilities to respond to all-hazards events,2016-06-01T00:00:00+00:00,2017-08-01T00:00:00+00:00,127000
